komentar,kategori
NO NEED TO BE A CAT LOVERS TO GET MAD OVER THEMðŸ˜ ðŸ˜ ðŸ˜  . .  Viralin aja biar pada tau seperti apa wajah bajingan tukang abuse itu!,hate speech
"Serius inimah, ku doain idupnya perih dunia akhiratðŸ¥º",hate speech
"masih hidup aja orang kek gitu, semoga dunia akhirat menderita.",hate speech
HUKUMANNYA WAJIB DICEKOKIN BALIK PAKE TAI KUCING JANGAN CUMA TTD DI ATAS METERAI DOANG LAH APAAN RINGAN AMAT HUKUMAN GITU DOANG BUAT PARA IBLIS,hate speech
gobloknya udah ++++,hate speech
MANUSIA TOLOL,hate speech
ðŸˆ:yok gantian cekokin racun biar samaan kita ketemu Tuhan,hate speech
"Siram 3 jamet itu pake air keras dong, mana pas dikasih tau untuk minta maaf malah main hp gaada rasa penyesalannya sama sekali!!!",hate speech
kalau ketemu saya cekoki pake kontol lu ya anjing,hate speech
bilang aja nyari cuan anjing,hate speech
bom ajah si jakarta,hate speech
fakta nya memanglah manusiaÂ² serakah dan egois yang merusak alam,hate speech
"komennya pada alay2 banget si, ini kalau ada berita bencana alam juga mau komen alay kek gitu?",hate speech
"ribet banget ngurus rakyat , ngurus yang gajadi ponis mati aja gajadi",hate speech
Supir goblok,hate speech
binatang mas anjing kontol,hate speech
"Ayo viral kan, saya salut yang di dalam bus tolol semua apa ya",hate speech
Dimana2 emang gitu.  yang salah yang lebih galak.  karena kan ia mau menutupi kesalahannya.  Otak udang ya bangetu ðŸ˜–ðŸ˜–ðŸ˜–ðŸ¥±ðŸ¥±ðŸ¥±ðŸ¥±ðŸ¥±,hate speech
"usut tuntas tuh semua yang ikut serta... manusia2 Laknat, Durhaka, dajjal..",hate speech
udah salah malah kek gitu dasar tolol,hate speech
"Makin Goblok aja rombongan mereka ini,",hate speech
"Nyuruh orang bunting Mulu ini, habis bunting anak gak keurus pada akhirnya kualitas generasi bangsa akan jadi begini begitu terus, jadi tukang kawin tapi tidak punya masa depan anaknya",hate speech
"BANYAK MANUSIA MANUSIA ANJING DI INDONESIA,",hate speech
Ni namanya kualat! GoblokðŸ¤£ðŸ¤£,hate speech
HAHAH MAMPUS. CEWEK LAKNAT,hate speech
Kok Tolol  blagu banget songong.. penumpang emang raja tapi goblok,hate speech
Customer ga da adab,hate speech
Costumer gak punya ADAB kok bangga,hate speech
Penumpangnya songong.. Ga pake adab..,hate speech
"Customer Tolol,, kontol",hate speech
Bapak dah muka macam sampah. Ya Pak....ðŸ˜‚,hate speech
"Itulah mental bobrok di negri ini, sudah salah paling ngotot !!! ðŸ¥¸ðŸ¤“",hate speech
Penumpang super goblokðŸ˜‚ðŸ˜‚,hate speech
manusia angkuhðŸ™„,hate speech
DASAR ORANG SONGONG..... PASTINYA OTAKNYA KOTOR JUGA TUH,hate speech
"HALAH KECAMATAN SOK GAYA ,KENA RUDAL HANCUR TUH KECAMATAN",hate speech
Tombol kontol ... ->,hate speech
@luluknurilreal tobat kau jamet kampung,hate speech
Kaya biduan dangdut,hate speech
Laporin aja kepolisi. Biar jera sekalian,hate speech
Anjing bangsat mana sini orangnya saya bunuh,hate speech
Tuntut sampai masuk penjara pelakunya,hate speech
goblok,hate speech
MANUSIA GOBLOK.....!!!!!!,hate speech
Goblok nya sampai akherat..ðŸ˜‚ðŸ˜‚ðŸ˜‚,hate speech
Kurang bego apa lagi coba. ðŸ˜†,hate speech
kalau mau liat manusia tolol… sekarang waktunya,hate speech
Asli org IDIOT,hate speech
"mata kau, amerika dari dulu rasis banget sampai ada gerakan belum dsb. mereka mayan toleran baru2 ini. kalau bikin postingan objektif sana jangan menjilat mulu",hate speech
"Dari negara amerika ini SELURUH BIANG KEKACAUAN, PENISTAAN, ADU DOMBA, OTAK SEGALA PEPERANGAN PENGHANCURAN SELURUH NEGARA MUSLIM DUNIA INI, BIANG KEROK, MENGATUR NEGARA ORANG LAIN MENDOMINASI DAN MENGHANCURKAN SEBUAH NEGARA...",hate speech
Duta kontol',hate speech
goblok,hate speech
"Alasan gay di luar negeri banyak banget, karna cewek kemurahan plus gampangan jadi mereka cari sensasi lain",hate speech
cewek indo banyak yang  GaK perawan sebelum menikah,hate speech
TOMBOL GOBLOK UNTUK SEX DI LUAR NIKAH --------------------------->,hate speech
Supir GOBLOK,hate speech
ðŸ˜® kok ketawa??? Bocah tolol...ðŸ˜‚ kelamaan sekolah dikamar sepertinya . Bisa dipenjara dia pelecehan ituh,hate speech
"Gak  mau ikut upacara  17  Agustus , untk  menghormati  Pahlawan yang gugur demi kemerdekaan  malah  melecehkan ,  tangkap  proses hukum ,  biar jera ,",hate speech
"Katanya Sekolah tinggi, tapi otaknya isi bakwan",hate speech
"Yang aneh nya letak kelucuaan acara itu apa ? ORANG ORANG PADA MERINDING, NYANYI LAGU KEBANGSAAN, DEG2AN PAS PROSES KENAIKAN BENDERA, EH LO PADA KETAWA ??? Abis ngobat kali ya ? Cocok lah di kasih shock theraphy.. ini buat anak2 muda lain nya juga JANGAN SEMENA2 SAMA LAMBANG NEGARA.. Anak Muda ga ada adab!!",hate speech
muka lu aja kek babi,hate speech
dugong siapa nih dibiarin berkeliaran di sosmed napa gak di kandangin aja??,hate speech
"Inilah contoh ibu"" ingin viral dengan cara gila ðŸ˜³",hate speech
TOMBOL GOBLOK LUPA GAK DI OFF IN ðŸ˜®ðŸ˜®ðŸ˜®,hate speech
Eh jangan disuru mundur biar pada mati ngurangin orang goblok juga kan daripada nyusahinðŸ˜‚,hate speech
Orang gila aja tau kalau ada kereta minggut,hate speech
saya lebih setuju mereka di tabrak. Kenapa? Mau ngatain saya sadis?. Kereta indo jadi telat sampai tujuan cuma gegara sampah rell kereta?. Cuih. Tabrak aja mati juga mreka nyeselnya di alam baka. keluarganya juga mau nuntut ga bisa org emang salah binatangnya. Heran ama netizen yang belain binatang,hate speech
"Dasar manusia tolol ,itu kalau kelapa kelebihan T.. dari pada Otak",hate speech
Pada bego semua,hate speech
Lebih pinter hewan bisa diatur lah ini manusia ko goblok gak ketulungan,hate speech
"Orang orang begini sih pantes buat modal, dia yang milih jalannya sendari mau cepet ketemu Sama malaikat, biarin aja gausah di urusin,                     mau ketabrak toh salahnya sndari",hate speech
Salah satu cara mengurangi sdm rendah yaitu menabrak mereka,hate speech
mau mati ðŸ˜‚,hate speech
Rela banget di tabrak org2 seperti itu!! Biar gak ada lg terobos2,hate speech
 <> TOLOL!! Gak ada hubungan nya keguguran dengan pake hijab syar'i yang lo bilang bayi nya kepanasan didalem gak ada hubungan nya!! Otak sama jempol lo gak singkron sih ya jadinya asal nulis komentar!,hate speech
goblok lo tata… cowok banget dibela2in balikan ntar ditinggal lg nyalahin tuh cowok… padahal kita yang tolol.,hate speech
Kemarin termewek2 sekarang lengket lg  kok labil banget sih mbak kayak abg ajah atau yang kemarin cari sensasi biar top  ertong gak berkualitas,hate speech
"perempuan itu lg!!!! sakit jiwa, kenapa harus dia yang jd peran utama di film hantu jeruk purut kayak kehabisan stok Artis ja",hate speech
"Pantesan di tinggalin laki, ya lakinya juga mikir kali kalau perempuannya kayak gini. Ngurus diri aja dia gak becus gimana ngurus anak, mending anak sama bapak nya aja benar didiknya",hate speech
karena sebagian besar rakyat indonesia itu bodoh. tidak bisa membedakan mana yang baik mana yang buruk. Sdh tau prilaku buruk tidak tau sopan santun itu yang dipilih jd panutan. Lebih mengidolakan yang murahan dr pd yang berkelas dan ber etika,hate speech
ayu janda bego punya suami kapan nikah laginya?,hate speech
"anjing.. Suaranya hancur banget, lebih merdu tukang gorengan",hate speech
"Cewek gatau diri nih, ngerebut pacar org. udah mana punya abang yang ngedukung sifat jeleknya lg. ",hate speech
 <> eh... Situ siapa??? Kids jaman now ya kebanyakan micin.. Mana kata aku yang hina??? Bego dipelihara??????,hate speech
Jijik lihatnya suer deh ,hate speech
"mereka ciuman depan orang banyak yang SEHARUSNYA sih punya rasa MALU, kecuali mungkin lagi mabok jadi gak ada rasa malu. 2. Mereka berteman??  sebuah pertemanan tidak akan melibatkan ciuman BIBIR, coba aja kalian bayangin, sanggup gak ciuman bibir ma TEMAN? pasti lebih dari teman lah itu. Dasar Kelakuan Kids jaman now yang emang bego, bukan karena kebanyakan micin lho yah ??",hate speech
Anjing nya ngamuk.. hidup kok dimana2 punya musuh.. udah kelihatan mana yang baik dan bukan.. org baik ga punya banyak musuh..,hate speech
" <> ah katanya jaga ucapan, lah ucapan dia ngak dijaga sendiri.. dasar munafik.. dasar betina zaman now lu kali yang kelebihan micin.. loe sendiri otak loe kan di selangkangan mana paham.. semoga Tuhan ampunin kemunafikan loe cun",hate speech
" <> yaa ampun ini upil naruto,, kata2nya makin mencerminkan kalau dia yang sebenarnya pecundang.???? pengalaman banget lu ya. kasihan. saya jadi prihatin. Mati aja deh lu. Ngotorin dunia manusia macam kau.??",hate speech
"Cuman jual goyangan yak, suara macam taik...",hate speech
anjir tontonan yang sangat tidak bermutu!,hate speech
"dulu inul goyang ngebor baju ketat di cekal. harus nya ni juag dg sgja goyang dada mulu, suara ga seberapa. Merusak moral anak muda yang nonton bawaannya nafsu aja nanti ????",hate speech
Penyanyi dangdut yang ga berkelas bgini nih... bukan'y nonjolin suara malah nonjolin dada,hate speech
"Najis najis udah homo aja harusnya, org kayak gini di musnahkan dari muka bumi",hate speech
" ini orang gak punya akhlak banget, perasaan kerjaan berantem mulu, banyak musuhnya",hate speech
Si lonte ini bikin sensasi ngajak ribut org mulu sampah,hate speech
Kayak banci dah mirip nenek2 punya cucu . mau di operasi di mua top tetap aja kalau asli nya gak cantik luar dalam..,hate speech
Dan lebih bagus lagi kalau mingkem aja suara lu jelek,hate speech
Walaupun Oplas ATAU dipermak sekalipun tetap jelek. POKOKNYA MUKANYA TEGANG KEK BANCI. UDAH SEKIAN??,hate speech
"Mending lihat dek molen biarpun cowok tapi cantik, gak kaya ini cewe tapi malah kayak bencong wkwk",hate speech
bencong rombeng. menjijikan!!! gay jg.,hate speech
"Orang gila itu ???? pengen HITZ cari tenar rela dipenjara? Cari sensasi settingan supaya bikin sampai hina2 org,,, astagfirullah... Sekaya apa sih??? Org kaya mulut nya kayak sampah, ga sekolah ya???",hate speech
Cowok macam anjing ... ,hate speech
"cari sensasi supaya tenar, dasar orang stres, ngomong aja masih belepotan gak jelas gt. kampungan",hate speech
ngomong aja belepotan banyak gaya lu bencong,hate speech
Orang kebanyakAN makan TAIK ya gini! OTAK nya udah penuh sama TAIK jadi gak bisa berfikir positif !dari cara dia berbicara aja Gak BERMORAL! dasar kaum2 LAKNAT BANCI ANJING kbanyakan BURIT SIH LO jadi Stres!MANUSIA ogah JUMPA sama LO anjing! cuma ANJING yang mau ketemu sama LO taik!,hate speech
Sikat abis lahh orang2 sialan kaya gini. Pemimpin negara sendiri gak di hormatin. jangan mentang2 Bapak President kita terlalu baik jadi di sembarangin. Saya marah.. Gak boleh kita hina pemimpin kita sendiri.. Saya harap segera di tindak hukum orng iniÖ,hate speech
Jijik banget lihat tingkah si upil ini. Mudah2an secepatnya tidur selamanya,hate speech
"ORANG GILA NIH ORANG, udah MAKAN UANG RAKYAT TIDUR PULA",hate speech
"Manusia laknat, matinya di apain ya",hate speech
Sakit di otak sama hatinya itu mah dia. Udah gak ada nurani dan urat malunya. Pajak saya loh yang ngegaji orang2 gila hormat ini,hate speech
Anak babi bangsat pengen sumpel timah panas ke congor lu biar modar,hate speech
Pengen sumpel timah panas ke congor si anak babi pesek buruk rupa,hate speech
Hey anak bangsat babi pesek buruk rupa keriting. pengen penggal leher lu sampai putus?? lumayan buat makanan buaya??,hate speech
"RATU PELAKOR SEJAGAT RAYA, DIMANA2 LONTE YA GAK PUNYA MALU. yang NGERASA LONTE DISINI TOLONG PUNYA MALU DIKIT",hate speech
pertemuan buah ranum dan buah busuk ??.... dah tau dong yang busuk yang mana ??????????.... mentok2nya mah gitu aja kalau pelakor??,hate speech
"Ah manda mah gatel, ga bisa liyat cowo dikit langsung disosor.. Bego aje yang mau sama manda . kegatelan jadi cewe",hate speech
"Si amanda mukanya ke tante"" umur baru berapa tapi muka boros banget .... dasar cabe . Jujur saya mah kagak suka ama ni haltis",hate speech
"Astagah, demen ama cewek dekil kumel. Ibaratnya dari nagita turun ke att. Nagita kaya emas att kaya barlen",hate speech
Alah laki laki jaman sekarang sm aja. Sama sama bejat. Mau ustad kek bukan kek gila banget sm perempuan yang bukan istrinya. Aku setuju banget sm yang di bilang ustazah  <> . Masuk surga bukan karena poligami. Masih banyak hal yang kita buat supaya bs jd akhlak baik untuk bs masuk surga. Yaa smoga aja sih perempuan perempuan pelakor diluar sana mendapat azab yang gak diampuni. Yang hidupnya gk bakal selamat dunia akhirat,hate speech
Gila pelakor banyak banget laki2 gatal juga banyak alasan untuk berpoligami woi mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk.... ,hate speech
"Biasalah kalau pelakor banyak yang lebih ancur mukanya dari istri sah.. barang bagus pasti cepat laku, karena pelakor jelek nggak laku makanya ngembat laki orang.. ya udah sama2 GATEL kok.. cocok wes..  <>",hate speech
" <> ini lagi pemikiran manusia bodoh, eh tante/ ibu/ oma/ mpo, otak lu picik banget ya, dia juga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",hate speech
" <> itu yang komen via nyinyir mulu duh kayak dia gak pernah nyinyirin orang aja, mungkin lebih parah, kalau orang sudah sok benar mah gitu, ",hate speech
 <> bisa nya cuma ngatain org . Nyindir siapa .. netijen goblok banyakan masyako !,hate speech
"Knp dia yang dibenci, bodoh banget asli.",hate speech
" <> padahal km lebih kampungan loh, pake kerudung tapi mulutnya cuih..",hate speech
Belajar tuh apa ya? haha bela artis ampe sebegitunya... manusia2 bego????????,hate speech
" <> iya banyak berarti mereka norak kampung, coba liat artis yang adem ayem lihat isyana lihat agnezmo lihat mba lihat..... jangan diliat aja coba di telaah deh, dikasih tau contoh artis yang better eh jawabannya begini ya cocok la",hate speech
" <> gak usah sok jadi high class mba, lihat komenmu sendiri, memang semua artis itu sama, beda2 mbak, ada yang suka curhat di ig, ada yang curhat ke teman ada yang curhat ke Tuhan.... ngak usah terus mulut situ maju dulu otaknya belakangan mikirnya, yang cuih",hate speech
" <> lah goblok amat, gak semua netizen yang kontra sama postingan si via ini belajar kali, mba/mas. Ih goblok kok dipelihara",hate speech
Ini siapa sih emang artis? Ko artis indo bukan nya ngurus prestasi malah di sosmed nya beginian mulu isi nya jadi jatuh nya kampungan,hate speech
" <> baru itu aja kan ya mba, apa lagi kaya agnes mo banyak penghargaan nya tapi gak kampungan beda sama yang ini",hate speech
Munafik banget yang ngomong curhat di sosmed kampungan... saya yakin lu juga kitu kelas wkwk..... Mending mba via dia artis cantik bi anyanyi.. La elu pada? Lebih kampungan,hate speech
 <>.wawan emang ini artis ga punya teman apa? Dikit dikit att hahaha lagi juga apa apa curhat di sosmed kampungan,hate speech
Lemes ya mulutnya. Berani lewat status udah gitu tulisannya sengaja biar ga kebaca takut kali di labrak. artis masih kampungan sih ya jadi wajar lah ya ????????,hate speech
 <> main main lah ke jawa timur.. Biar ga bego!!,hate speech
 <> bisa nya cuma ngatain org . Nyindir siapa .. netijen goblok banyakan masyako !,hate speech
" <> dia udah nunjukin karyanya, situ punya karya apa? Karya nyinyir hidupnya Via?? Tolol ??",hate speech
" <> siapa bilang saya fansnya Via?? Duh nantangin saya nih org... anak tolol anak alay,  jablay!",hate speech
ada tu foto dia sebelum dan sesudah oplas.. dioplas mukanya aneh… sepertinya gagal oplasnya...,hate speech
norak banget... Baru kebeli emas jaz pamer apalagi mainan berlian.... ??,hate speech
Before and after pasca oplas ga ngefek ya.. tetap jelek dan serem mukanya...,hate speech
"Salfok ke mukanya, sumpah jelek... Oplas apaan model begitu... Oplas gagal!!!",hate speech
Norak benar. Kegaet penjahat baru rasa.,hate speech
"Najis.., apalagi di philipine biasa banget kali, di sana aj bangga.. jd perusak moral ko bangga.. najis banget lihatnya. ",hate speech
"cewe yang begini yang harusnya gosong jd abu aja di kebakaran pabrik yang lg viral kemarin tu. benar benar selain ga berguna, gah punya otak.. cuma modal ngangkang terus gebet laki org terus bangga.. btw kalau emang instastory nya buat nyindir sesebini tua mah.  ",hate speech
"gak becus jadi perempuan ...harus ngerebut laki orang dulu biar dikata ""perempuan""? Dasar perempuan tak sadar diri ente cuy.",hate speech
Dasar artis abal abal enggk laku di layar kaca… udah Enggk ada duit kere Miskin.. Jadi main ke dukun buat minta elmu pelet perebut suami org yang kaya...,hate speech
"ih dia kan paling becus makrum, paling becus ngrebut suami orang hehe????",hate speech
si pelacur. Situ becus jd brempuan emang? Becus jadi sampah sih iya.  lonte lonte,hate speech
Dia ini punya anak perempuan lho. Ibu macam apa contohin jelek ke anaknya. Jauh dari kata BECUS ini perempuan. Amit amit...,hate speech
Kaya becus aja jd permpuan dia yang ga becus jd perempuan ko sukanya sm laki orang,hate speech
saya gak suka sama ni orang. hIdupnya kebanyakan ribut.,hate speech
Dasar artis abal abal enggk laku di layar kaca… udah Enggak ada duit kere Miskin.. Jadi main ke dukun buat minta elmu pelet perebut suami org yang kaya...,hate speech
"yang nama nya plagiat ya plagiat, walaupun laku tapi tetap ajah ciptaan dari hasil plagiat.. wkwk saya mah malas dengar aja udah pengen muntah",hate speech
"Dasar plagiat semuanya, ga bisa kreatif .memalukan banget",hate speech
benar2 tolol si ayu. Gapunya kuping apa ya orang yang dipermasalahin nadanya ????????,hate speech
Itu pacarnya anggel pieterus kali.... dan cowok itu juga masih bocah....  <> yaelah jes..  kelakuan mu sama aja seperti ayuting2 Hidupmu penuh dengan drama MURAHAN,hate speech
 <> lebih memalukan anda buk … ngomong pelakor emang ibuk udah pernah jadi pelakor ya kok bisa tau ayu pelakor . ..awas ibu nanti malah justru rumah tangga ibu yang dimasukin pelakor atau anaknya nanti jadi pelakor ..,hate speech
Wah itu Kerdus mulutnya busuk.. .jangan jangan sampah makanannya,hate speech
 <> TAI loe di gedein bagus buat pupuk jngan bacot loe goblok !!! nih cewek kenapa bawa2 suku ?,hate speech
LAH ELO ARTIS APAAN? PAPAN BLENYEK AJA BELAGU AMAT ARTIS APAAN GAK POPULER SAMA SEKALI ,hate speech
ANANG MUKA NYA KAYA BABI GITU AJA DI DEMENIN JIJIk,hate speech
"Ga pantes dipanggil ustad.. org munafik ceramah sana sini org kelakuan sendiri aja menzolimi istri sah nya dengan poligami diam2. kasian istri pertamanya, ga tau malu istri keduanya.. hadeh kalau ada yang masih manggil dia buat ceramah namanya tolol..",hate speech
Biadab!! kalau nanti anak lo di bully.. saya mampusin ya!!!,hate speech
"Dasar ANJING tuh cowok bukan org, berani sama cowok biasa one by one jangan sama yang lemah, dasar yah cowok2 jaman sekarang, tampang doang cowok, nyali nya lebih2 dari banci",hate speech
